program,clippy_warnings,clippy_errors,unsafe_fraction
s761899322.c,8,1,0.6977329974811083
s311954657.c,8,0,0.7266666666666667
s624416857.c,0,1,0.9896551724137931
s324963220.c,10,0,0.6366666666666667
s961979487.c,6,0,0.59
s736168276.c,2,0,0.8333333333333334
s507383035.c,2,0,0.3249097472924188
s865825374.c,0,0,0.16744186046511628
s595043073.c,1,0,0.6880733944954128
s279603461.c,2,1,0.49321266968325794
s575365076.c,10,0,0.675
s797928929.c,7,0,0.07692307692307693
s203714034.c,9,0,0.11320754716981132
s928861682.c,4,0,0.3484848484848485
s109973853.c,2,0,0.5737704918032787
s677913832.c,2,0,0.8242811501597445
s785179373.c,0,0,0.6175115207373272
s039505497.c,1,0,0.2781456953642384
s997347996.c,0,0,0.9935483870967742
s784039142.c,1,0,0.589041095890411
s930747174.c,0,0,0.47183098591549294
s189709434.c,0,0,0.3149171270718232
s955232628.c,0,0,0.6166666666666667
s732370584.c,1,0,0.060810810810810814
s695270122.c,0,0,0.08368200836820083
s720139214.c,3,0,0.5407407407407407
s013553662.c,1,0,0.1650485436893204
s334361484.c,1,0,0.34210526315789475
s021988116.c,0,0,0.47019867549668876
s911859515.c,3,0,0.7379310344827587
s416369799.c,6,0,0.8033707865168539
s782157214.c,1,0,0.9937888198757764
s769202577.c,0,0,0.2980132450331126
s766716944.c,1,0,0.272108843537415
s352639213.c,3,0,0.6809338521400778
s237065887.c,0,0,0.0425531914893617
s372799262.c,8,0,0.4260355029585799
s603772550.c,1,0,0.2777777777777778
s476893776.c,2,0,0.5642857142857143
s882774581.c,0,0,0.2751677852348993
s951394557.c,2,0,0.176
s168234488.c,0,0,0.4854368932038835
s670844757.c,0,0,0.15833333333333333
s159275605.c,0,0,0.25925925925925924
s349493245.c,0,0,0.0
s878747470.c,0,0,0.8634146341463415
s038473708.c,0,0,0.1044776119402985
s030392500.c,2,0,0.23076923076923078
s006536441.c,3,0,0.09655172413793103
s541008740.c,0,0,0.2872340425531915
s735179283.c,4,0,0.1262135922330097
s805339058.c,0,0,0.5353535353535354
s893243612.c,0,0,0.26666666666666666
s962788897.c,0,0,0.7154471544715447
s275620087.c,0,0,0.08955223880597014
s854681124.c,0,0,0.6379310344827587
s513847081.c,2,0,0.8068965517241379
s503559551.c,0,0,0.1509433962264151
s630197396.c,0,0,0.06837606837606838
s912463779.c,0,0,0.8461538461538461
s869255939.c,0,0,0.3894736842105263
s989356510.c,1,0,0.8095238095238095
s759169670.c,0,0,0.2631578947368421
s305181063.c,0,0,0.673469387755102
s124805488.c,1,0,0.4036697247706422
s393428695.c,0,0,0.4639175257731959
s937310122.c,1,0,0.7916666666666666
s689976399.c,0,0,0.2988505747126437
s785553178.c,0,0,0.17857142857142858
s273711100.c,0,0,0.14814814814814814
s068907154.c,0,0,0.08955223880597014
s298406808.c,0,0,0.3779527559055118
s493266801.c,0,0,0.42424242424242425
s762233629.c,0,0,0.5
s340065823.c,0,0,0.11764705882352941
s079151745.c,3,0,0.291970802919708
s503147473.c,0,0,0.37894736842105264
s233495680.c,0,0,0.1134020618556701
s227757625.c,0,0,0.32
s093097298.c,0,0,0.48695652173913045
s005765690.c,0,0,0.12173913043478261
s656367875.c,0,0,0.8072289156626506
s274382030.c,0,0,0.05154639175257732
s234706394.c,0,0,0.4
s110103027.c,0,0,0.32857142857142857
s248592197.c,0,0,0.9925925925925926
s731040029.c,1,0,0.4117647058823529
s602474683.c,0,0,0.6133333333333333
s830838069.c,0,0,0.27522935779816515
s043320672.c,0,0,0.3333333333333333
